"Q: marex spectron : paper gold not so shiny anymore: prices hit 19-month low as speculators 'give up hope'
A:",down,4057
"Q: Gold lower after ADP payrolls-report
A:",down,7921
"Q: gold falls after bush urges quick action on rescue plan
A:",down,5538
"Q: june gold drops $27.90, or 2.1%, to settle at $1,290.30/oz
A:",down,2351
"Q: gold to trade in 29422-29722 range: achiievers equities
A:",neutral,5856
"Q: june gold gains 30 cents to $1,160.60/oz on globex
A:",up,1921
"Q: gold ends at rs 30,375 on profit-selling, subdued demand
A:",up,4017
"Q: sell gold around rs 27900-27950; target 27550-27500: n bang
A:",none,4539
"Q: gold futures close at six-week low
A:",down,3836
"Q: gold futures settle lower, a dime above lowest finish of the year
A:",down,3397
"Q: Gold skids on weak global cues
A:",down,9490
"Q: gold prices trade higher as dollar softens on easing trade concerns
A:",up,9749
"Q: Gold futures settle higher for a second straight session
A:",up,697
"Q: gold prices edge higher on weaker dollar
A:",up,8173
"Q: Despite rising prices, gold holds the glitter
A:",neutral,4962
"Q: Why gold will rise no matter who becomes the next U.S. president
A:",up,8844
"Q: Dec. gold falls $4.50, or 0.4%, to settle at $1,255.90/oz
A:",down,9827
"Q: Gold holds near settlement price in electronic trading after FOMC minutes
A:",down,3018
"Q: Gold settles lower, unable to shake off strengthening dollar
A:",down,7207
"Q: gold falls as dollar firms, n.korea worries ease
A:",down,9059
"Q: gold settles lower, posts biggest drop of the year
A:",down,2083
"Q: Gold prices settle at lowest in nearly two months
A:",down,7685
"Q: gold, uranium rises vindicate 'original bug'
A:",up,1767
"Q: Gold prices rebound slightly in Asia with Greece debt impasse in focus
A:",up,5066
"Q: gold above $830 on weaker dollar, bhutto's death
A:",up,3326
"Q: gold settles 1% lower at $1,210 an ounce
A:",down,4397
"Q: Gold prices gain slightly in Asia with demand forces in focus
A:",up,9689
"Q: gold at highest in two weeks, gains 1.9%
A:",up,2634
"Q: gold at life-time high of rs 29,695 per 10 grams
A:",up,9924
"Q: gold closes marginally lower at $1,336.90/oz
A:",down,2765
"Q: Gold ends lower for first time in 4 sessions ahead of FOMC minutes
A:",down,9380
"Q: super bullish gold and silver setup does not bode well for the dollar...
A:",up,5839
"Q: comex gold loses more ground, trades near day's low
A:",down,2594
"Q: Gold pares loss after GDP reading
A:",down,5909
"Q: for gold, it's goldilocks inflation 
A:",none,722
"Q: gold futures hold steady ahead of u.s. data
A:",neutral,3092
"Q: gold futures extend loss after jobs data
A:",down,840
"Q: oil, gold fall as dollar, bonds gain on growth worries; stocks near flat
A:",down,5127
"Q: Gold rises with focus on Ukraine, copper hits 12-week high
A:",up,963
"Q: gold climbs on value-store demand as bernanke offers no boost
A:",up,8831
"Q: gold glitters on global cues, silver zooms
A:",up,5511
"Q: Gold futures settle at lowest level since late July
A:",down,5868
"Q: gold climbs rs 80 on positive global cues
A:",up,3690
"Q: gold ends higher, up 4.1% on week
A:",up,3673
"Q: oil, gold hold gains after jobless rate drops
A:",up,1520
"Q: gold bugs index at 2-year high
A:",up,7133
"Q: Copper tumbles to 6-year low in risk-off trade, gold at 3-week peak
A:",down,3416
"Q: comex gold tallies three session loss of 3.9%
A:",down,9369
"Q: world gold council : global demand trends q3 2017
A:",none,5366
"Q: Gold settles with a gain after turning higher near the session's end
A:",up,3250
"Q: oil futures fluctuate, gold pares losses
A:",down,8347
"Q: gold continues to fall on profit-taking, silver also slips
A:",down,9814
"Q: gold futures end atop $443 level
A:",up,3600
"Q: gold tumbles to a more than five-week low
A:",down,4715
"Q: gold futures close lower; copper ends above $1
A:",down,8215
"Q: bnp paribas trims 2013 gold forecast
A:",none,5986
"Q: gold futures fall $6.40 to $1,050/oz
A:",down,2002
"Q: gold prices back above $420
A:",up,3404
"Q: gold and silver stocks in relief rally
A:",up,8740
"Q: gold eyes biggest weekly gain in months on cyprus woes
A:",up,506
"Q: gold up by rs 160, sliver by rs 700 on fresh procurement
A:",up,8641
"Q: scotia mocatta : gold & silver marketwatch
A:",none,5273
"Q: gold rebounds from 6-week low on technical buying, u.s. data in focus
A:",up,8938
"Q: gold moves below settlement price in electronic trade after fomc minutes
A:",down,7994
"Q: gold turns lower after u.s. productivity data
A:",down,3960
"Q: spot gold quoted at $405.90, up 60 cents from new york
A:",up,4864
"Q: Gold prices trade solidly higher as U.S. dollar index marks session lows
A:",up,5650
"Q: Gold rises to Rs 28,630 on firm global cues, spot demand
A:",up,7517
"Q: IBJA wants better role for gold industry in GJEPC
A:",none,9961
"Q: feb. gold down $5.20 to close at $628.10/oz in ny
A:",down,3494
"Q: gold gains after four-day drop; watching euro
A:",up,4342
"Q: gold steady as dollar licks wounds after biggest drop since june
A:",neutral,3324
"Q: gold steady near record high; physical buying dull
A:",up,6243
"Q: gold falls below $910 on reduced safe-haven buying
A:",down,7823
"Q: barrick gold posts loss on dollar, low prices
A:",none,6555
"Q: gold etfs record rs 900 crore outflow in 2015, aum down 20%
A:",down,1643
"Q: gold futures up about 0.9% for the month
A:",up,7227
"Q: Gold prices trading higher in Chennai, Ahmedabad market
A:",up,231
"Q: Gold edges up for a third straight session
A:",up,2504
"Q: gold trades higher in morning trade; silver down
A:",down,6411
"Q: gold settles lower for fourth session in five
A:",down,767
"Q: petropavlovsk : shareholders take fight for russian gold to london's square mile
A:",none,1235
"Q: dec. gold up $25 on day, settles at $1,395.80/oz
A:",up,6603
"Q: Gold futures extends losses
A:",down,323
"Q: Gold prices end higher in wake of FBI director's dismissal
A:",up,4052
"Q: gold slides as swiss support for referendum wanes
A:",down,3769
"Q: gold rises for fourth-day on global cues, local buying
A:",up,7428
"Q: fed decision has little effect on oil, gold sectors
A:",none,9384
"Q: gold settles at a 5-week high above $1,150
A:",up,1904
"Q: Gold falls to Rs 29,800; silver slips below Rs 40,000-level
A:",down,8087
"Q: sec fines kinross gold over fcpa violations
A:",none,4025
"Q: gold glitters, but there're few takers
A:",up,468
"Q: Gold gains as a investors seek safe harbor from geopolitical woes
A:",up,9478
"Q: April gold settles at $1,230.20/bbl, up $3.10, or 0.3%
A:",up,156
"Q: commodity bets: tips to trade gold, silver, crude, copper
A:",none,4968
"Q: spot gold bid at $407.30 an ounce, down $3.20
A:",down,8122
"Q: Gold futures gain for the session, but fall 2.1% for the week
A:",up,1557
"Q: Gold loses 1% to finish at lowest in three weeks
A:",down,2875
"Q: gold closes lower as investors await fed
A:",down,3544
"Q: December gold finishes up $2.10, or 0.2%, at $1,359.60/oz.
A:",up,870
"Q: Gold falls to Rs 29,913 at futures trade
A:",down,6679
"Q: buy mcx aug gold; target of rs 27133: way2wealth
A:",none,9149
"Q: copper logs new record; gold, silver lose ground
A:",down,1909
"Q: cad to widen to &#36;25 bn in fy17 on gold imports surge: report
A:",none,9884
"Q: spot gold bid at $415.80 an ounce, up 10c - kitco
A:",up,8236
"Q: hot times for gold, silver stocks
A:",none,7046
"Q: gold etf to face redemption pressure if price keeps falling
A:",down,7392
"Q: spot gold prices slip $0.10 to $886.10/troy ounce
A:",down,9042
"Q: Gold futures end higher after four consecutive sessions of losses
A:",up,8207
"Q: mcx goldguinea october contract gains 1%
A:",up,1968
"Q: state street : fed rate hikes next year won't be enough to unsettle gold prices
A:",none,524
"Q: Gold settles above $1,300, edges down in electronic trading after Fed decision
A:",down,2207
"Q: gold prices: mcx goldm july contract slips
A:",down,5840
"Q: gold futures up on higher asian cues
A:",up,8769
"Q: dec. gold down 40 cents at $1,419.80/oz
A:",down,8602
"Q: gold hits 2017 high on n korea's nuclear test, at rs 30,600
A:",up,7186
"Q: gold prices range bound ahead of fomc
A:",neutral,1910
"Q: Gold futures give up earlier gains to finish lower
A:",down,4367
"Q: gold futures dull; mining shares edge up
A:",down,5601
"Q: gold issues dull; prices advance
A:",down,5350
"Q: Gold tallies a third-consecutive session gain
A:",up,3765
"Q: gold prices steady in asia as federal reserve views on rate path awaited
A:",neutral,7097
"Q: gold rises to rs 22,570, silver to rs 54,700 on global cues
A:",up,377
"Q: Gold benefits; other commodities and equity markets collapse
A:",up,5968
"Q: dec gold up $3.40 at $489.50 an ounce
A:",up,8305
"Q: spot gold quoted at $688.60 in asia trade
A:",up,4268
"Q: remain bearish on gold & silver: motilal oswal
A:",up,8007
"Q: gold falls on subdued demand, weak global trend
A:",down,6895
"Q: gold futures edge higher with ukraine events in focus
A:",up,2849
"Q: dec. gold trades at $1,346.20/oz, down from $1,348.80 settlement
A:",down,5626
"Q: Gold edges lower as dollar gain on Fed interest rate expectations
A:",down,578
"Q: gold ends at two-week high, rallies on bernanke
A:",up,8093
"Q: gold prices fall, but mark a sixth-weekly climb in seven
A:",up,4012
"Q: Gold ETFs see Rs 679 cr outflow in 10 months
A:",none,1298
"Q: aug gold closes at $427.40/oz, up $2.60
A:",up,990
"Q: Gold gains as dollar softens on Fed expectations
A:",up,3452
"Q: dec gold rises $29.10 to $1,690.10/ounce
A:",up,9605
"Q: Gold futures suffer worst settlement in over a week
A:",down,7380
"Q: Gold ends roughly 60 cents higher for the week
A:",up,4555
"Q: gold futures up $4.60 at $815.90 an ounce
A:",up,9642
"Q: Gold futures slip to Rs 26,698 per 10 gm
A:",down,2886
"Q: Gold futures rise to Rs 29,461 on positive global cues 
A:",up,7209
"Q: gold futures end atop $428 an ounce
A:",none,2273
"Q: newcrest reports 22% drop in quarterly gold output
A:",none,4459
"Q: gold gets safe-haven boost
A:",up,5341
"Q: gold near session highs, trades at $1,784.30/oz
A:",up,2003
"Q: gold traders struggle to get supplies; premiums steady
A:",neutral,3548
"Q: December gold rises $16.70, or 1.3%, to settle at $1,279.30/oz.
A:",up,1482
"Q: Gold futures mark first quarterly loss of this year
A:",down,8433
"Q: dec gold falls $2.60 to $495.70/oz after $502.30 overnight
A:",down,7638
"Q: mcx goldguinea september contract trades flat
A:",none,6155
"Q: Gold futures remain rangebound
A:",neutral,4469
"Q: Gold futures pare loss as ICE U.S. Dollar Index falls to session lows
A:",down,8995
"Q: India's gold recycling plan fails to tempt households
A:",none,2159
"Q: gold futures close lower for first time in seven sessions
A:",down,4544
"Q: Gold prices soften on lacklustre demand, global cues
A:",down,423
"Q: Gold, silver decline as investors await U.S. GDP data, FOMC decision
A:",down,594
"Q: August gold off 0.4% at $1,241.20/oz.
A:",down,1982
"Q: gold falls from one-week high; etfs slip
A:",down,1358
"Q: cftc : gold speculators edged their bullish bets slightly higher this week
A:",up,4765
"Q: Amended I-T law not to tax ancestral jewellery, gold
A:",none,3926
"Q: nymex gold rallies back above $370
A:",up,9292
"Q: gold to trade in 30165-30875. range: achiievers equities
A:",neutral,4837
"Q: silver plunges on lack of support, gold remains firm
A:",neutral,2343
"Q: gold turns higher, at $1,231 an ounce
A:",up,2071
"Q: Gold drops for first time in 5 days as investment demand falls
A:",down,2709
"Q: duty-free imports put pressure on gold prices
A:",none,5473
"Q: buy gold, silver & crude: emkay commodities
A:",none,5938
"Q: gold gains as european debt concerns boost demand
A:",up,2895
"Q: June gold settles at $1,227.10/oz, up 20 cents for the session
A:",up,1176
"Q: Dec. gold down 90 cents, or less than 0.1%, at $1,323.90/oz
A:",down,4552
"Q: dubai : vat and higher prices suck glitter out of gold
A:",none,8943
"Q: gold prices extend weakness
A:",down,7506
"Q: gold futures close above $453
A:",none,1040
"Q: gold notches 3rd straight loss ahead of fed meeting
A:",down,3289
"Q: june gold settles $4, or 0.3%, lower at $1,291.80/oz.
A:",down,1248
"Q: roubini: why gold, 'that barbarous relic,' will trade below $1,000 by 2015
A:",none,2538
"Q: gold futures rises 0.33% on global cues
A:",up,7175
"Q: Buy Comex gold if it touches $1,078-82/ounce
A:",none,6113
"Q: August gold settles at $1,282.70/oz, up $2.50, or 0.2%
A:",up,3050
"Q: mcx goldguinea feb contract declines
A:",down,1164
"Q: gold / silver / copper futures - weekly outlook: january 30 - february 3
A:",none,4305
"Q: amex gold bugs index up 0.1% at 203.14
A:",up,8797
"Q: comex gold adds to gains after sentiment data
A:",up,5824
"Q: february gold up 0.4% at $1,345.70/oz.
A:",up,3428
"Q: june gold ends at $1,423.70/oz, up $14.90, or 1.1%
A:",up,5898
"Q: kinross gold agrees $500 million credit facility
A:",none,109
"Q: wgc : four factors to underpin gold demand growth in 2018
A:",none,9325
"Q: gold ends lower, extends losing streak to 3 days
A:",down,787
"Q: gold slips from all time high, silver slumps
A:",up,8424
"Q: apollo gold: many montana tunnels staff on layoff
A:",none,6234
"Q: Gold futures settle lower, log weekly loss
A:",down,7927
"Q: buy mcx gold june fut at rs 29950-29900: emkay
A:",none,4309
"Q: karvy commodities recommends to stay long in gold
A:",none,3733
"Q: Gold prices down at Rs 29,425; silver drops to Rs 40,125
A:",down,5563
"Q: gold kist slumps after merrill lynch downgrade
A:",none,9125
"Q: august gold rises 1.1% at $1,263.30/oz.
A:",up,2341
"Q: gold inches down as dollar gains
A:",down,9011
"Q: philadelphia gold & silver index rises 1.6%
A:",up,3802
"Q: Could gold fall to $850 an ounce if Trump made America great again?
A:",down,6164
"Q: Dec. gold gains $2.40, or 0.2%, to settle at $1,344.10/oz
A:",up,9639
"Q: dec gold futures tumble $21.10 to $1,805.40/ounce
A:",down,7387
"Q: crude, gold stable after chicago pmi
A:",neutral,9109
"Q: more than 100 south african gold miners treated for smoke inhalation
A:",none,6915
"Q: june gold up $1.80 at $866.90 an ounce after fed cuts rates
A:",up,8964
"Q: gold futures settle at highest level since oct. 30
A:",up,7622
"Q: feb. gold ends down $5, or 0.6%, at $765.50 an ounce
A:",down,1917
"Q: Dec. gold drops $21.60, or 1.6%, to settle at $1,294.80/oz
A:",down,8611
"Q: dec gold falls $4.10 to $462.80/oz in morning ny trade
A:",down,101
"Q: june gold up $7.90 at $631.20/oz after $632.70 high
A:",up,1407
"Q: gold ignores global cue, extends gains
A:",up,5368
"Q: Gold hits 3-month high on haven demand
A:",up,3626
"Q: Dec. gold settles at $1,317.80/oz, up $7.60, or 0.6%
A:",up,400
"Q: Gold futures edge up after two-session decline
A:",up,2
"Q: gold gains rs 25 on wedding demand, global cues
A:",up,6604
"Q: gold prices steady; traders seek direction
A:",neutral,5499
"Q: Dec. gold gains $8.20, or 0.6%, to settle at $1,330.40/oz
A:",up,368
"Q: spot gold gains $1.50 to $1,004.50/troy ounce
A:",up,6929
"Q: comex gold marks first loss in three sessions
A:",down,2676
"Q: budget 2013: gjf lauds fm for not increasing import duty on gold
A:",none,9201
"Q: Feb. gold settles at $1,173.40/oz, down $7.90, or 0.7%, for the session
A:",down,6728
"Q: gold futures fall from quarter-century high
A:",down,9018
"Q: NCDEX opens gold delivery centre in Hyderabad
A:",none,7959
"Q: feb. gold up $11.70 on day, ends at $1,251.90/oz
A:",up,2193
"Q: December gold down 70 cents, or less than 0.1%, at $1,329.70/oz.
A:",down,4574
"Q: Look to buy gold on dips to $1,245 targeting $1,285
A:",down,8436
"Q: August gold gains $10.20, or 0.8%, to settle at $1,227.50/oz
A:",up,2160
"Q: Gold futures fall to Rs 31,144 per 10 gm
A:",down,995
"Q: gold futures head lower, but trades higher for the week
A:",down,6220
"Q: gold futures down by rs 39 profit booking
A:",down,6089
"Q: gold hits over 3 week high on dollar weakness; palladium at 17 year high
A:",up,2809
"Q: Gold ends higher as economic data raise uncertainty for interest-rate hike
A:",up,8579
"Q: gold etf sheds 2% as euro rises
A:",down,7305
"Q: gold futures turn higher year to date, up 0.3%
A:",up,5609
"Q: december gold down $3.20 at $714.70 an ounce on nymex
A:",down,6031
"Q: russia buys 600,000 oz of gold in may after dumping half of us treasuries in april
A:",none,6597
"Q: Gold futures trade near unchanged ahead of Comex settlement
A:",neutral,9539
"Q: Wedding season pushes gold prices by Rs 90 to Rs 33,300 
A:",up,6782
"Q: gold gains after fed move
A:",up,7493
"Q: spot gold quoted at $534.90 in asia trade
A:",up,7991
"Q: Gold futures open higher at Rs 29,440
A:",up,648
"Q: Gold hovers near 5-week low; political tensions support
A:",down,4567
"Q: gold crashes on global meltdown
A:",down,2303
"Q: Gold inches lower as equities rally after US jobs data
A:",down,2162
"Q: united states all set to become biggest supplier of gold to india
A:",none,6770
"Q: Gold, silver dip further on weak global cues
A:",down,514
"Q: gold slips as investors shrug off n.korea; fed rate hike outlook weighs
A:",down,7461
"Q: gold futures revert to gains, up 0.5%
A:",up,7529
"Q: dec gold up $3.20, closes at a 6-mo high of $424.80
A:",up,8499
"Q: Akshaya Tritiya 2018: Portfolio allocation for gold should be 10-15% due to current global events
A:",none,5026
"Q: Gold rebounds to Rs 29,300 on global cues, spot demand
A:",up,3849
"Q: gold rises to six-week high as dollar drops after fed statement
A:",up,6748
"Q: Gold futures remain near 3-week highs in risk-off trade
A:",down,931
"Q: Import duty on gold, silver jewellery hiked to 15%
A:",none,8356
"Q: e-series investors can redeem gold
A:",none,5816
"Q: gold losses moderate after philly fed, lei data
A:",down,1287
"Q: gold, crude futures hold gains after payrolls data
A:",up,3920
"Q: Bitcoin's rise may be like when 'paper money displaced gold,' says Goldman's CEO
A:",none,9896
"Q: Gold futures mark highest settlement since Oct. 5
A:",up,1808
"Q: outlook for gold remains positive: surbiton
A:",up,4930
"Q: gold marks over 1-week high, but us rate hike prospects curb gains
A:",up,2672
"Q: Gold futures settle lower after three-session climb
A:",down,7297
"Q: Gold hits 6-month peak on waning risk appetite
A:",up,7651
"Q: gold ends lower despite resurgent stock-market volatility
A:",down,7703
"Q: gold pares losses, down 1.5% as bernanke speaks
A:",down,6768
"Q: gold falls nearly 3%, continuing slide as dollar rallies
A:",down,3586
"Q: Gold futures mark first gain in three sessions
A:",up,6593
"Q: gold prices gain in asia as investors await more greece debt news
A:",up,3293
"Q: gold futures fall 2.3 pc due to stronger rupee
A:",down,3781
"Q: June gold jumps $22.30, or 1.8%, to settle at $1,258.70/oz
A:",up,1933
"Q: Gold falls the most in more than 2 months on strong jobs report
A:",down,1570
"Q: Gold remains lower after flurry of U.S. data
A:",down,3424
"Q: korea objects to curbs on gold imports
A:",none,8449
"Q: gold turns lower, trades under $1,370 an ounce
A:",down,6081
"Q: Black-gold rush? Not really
A:",none,8286
"Q: June gold off $6.40, or 0.5%, at $1,252/oz.
A:",down,2011
"Q: gold funds spell long-term losers
A:",down,4629
"Q: Dec. gold loses $8.90, or 0.7%, to settle at $1,325.60/oz
A:",down,959
"Q: vietnam : new sbv decree to ease gold trading regulations
A:",none,6673
"Q: gold futures pare some gains after ism data
A:",up,4956
"Q: gold prices subdued as dollar holds firm near 13 month high
A:",down,4214
"Q: Dec. gold settles at $1,301.70/oz on Comex, down $9.80, or 0.8%
A:",down,4461
"Q: cboe gold index closes at 84.2, up 4%
A:",up,210
"Q: gold inches up on weak dollar with eyes on ecb
A:",up,5810
"Q: gold rises a fifth day, silver off
A:",up,4361
"Q: Gold edges up to Rs 29,110 on firm global cues, spot demand
A:",up,3681
"Q: gold rebounds after us gdp but set for weekly loss
A:",up,9028
"Q: chinese physical gold investment demand surges while americans pile into stock and crypto bubbles
A:",none,686
"Q: Gold edges higher as Asian shares slip
A:",up,7752
"Q: Gold futures up at Rs 29,667 per 10 gm
A:",up,8306
"Q: gold little changed; copper sinks
A:",neutral,36
"Q: gold backers -- finally -- in nirvana
A:",none,9003
"Q: gold could face its own opec moment as swiss referendum nears
A:",none,9510
"Q: investors must continue to have gold in their portfolio: merrill lynch wealth management
A:",none,6612
"Q: baird : inside the uk's only gold refinery
A:",none,4320
"Q: april gold falls $10.60, or 0.8%, to settle at $1,337.30/oz
A:",down,3917
"Q: Gold futures turn a bit lower ahead of Comex settlement
A:",down,2277
"Q: Gold, Silver may trade with positive bias today: Angel
A:",up,8035
"Q: Gold futures jump to Rs 31,922 per 10 gm
A:",up,8545
"Q: the worst may be over for yamana gold
A:",none,3208
"Q: aug. gold down 20 cents to settle at $1,096.20/oz on comex
A:",down,604
"Q: spot gold quoted at $434.60 in asia trade
A:",up,6106
"Q: june gold slips $2.10, or 0.2%, to settle at $1,209.80/oz
A:",down,5942
"Q: gold eases on reduced jewellery offtake, silver declines
A:",none,9589
"Q: april gold climbs 30 cents to $1,095/oz on globex
A:",up,4658
"Q: Gold books largest daily decline in 2 weeks
A:",down,5515
"Q: Gold futures extend losses in electronic trading after FOMC minutes
A:",down,608
"Q: mcx goldguinea november contract rises
A:",up,229
"Q: Gold at crossroads, awaiting direction
A:",none,3127
"Q: Gold investment is not a hedge against inflation, says Chakrabarty
A:",none,3887
"Q: Gold lifted by haven demand; palladium logs 16-year high
A:",up,8903
"Q: gold prices settle lower as rate hike looms
A:",down,2853
"Q: june gold up $3.40 at $885.50 an ounce on nymex
A:",up,2734
"Q: Gold remains slightly lower after economic data
A:",down,8682
"Q: gold futures, mining shares head higher
A:",up,8849
"Q: Gold little-changed after ADP report
A:",neutral,1459
"Q: mcx gold may slip to rs 29150-27850: mangal keshav
A:",down,967
"Q: Gold drops to Rs 31,850 on weak global cues, lower demand
A:",down,4347
"Q: Gold prices ease in Asia as Fed seen on track to exit easy policy
A:",none,3601
"Q: gold futures slip for a third session
A:",down,8121
"Q: bulls overcoming hurdle, gold aims high: sharekhan
A:",up,1198
"Q: gold futures fall under $700; copper sets new records
A:",down,8099
"Q: Gold may face downside risks on stronger dollar
A:",none,1960
"Q: dec. gold gains $5.90, or 0.5%, to settle at $1,297.90/oz
A:",up,3987
"Q: india : rising gold price vindicates rbi's investment plan
A:",up,9271
"Q: jim rogers may buy gold if price drops to $1,300
A:",down,8161
"Q: Gold prices stretch losing streak to a sixth session
A:",down,4581
"Q: Gold, silver futures fall on global cues
A:",down,1414
"Q: gold surrenders 11-month highs on stronger dollar, upbeat economic data
A:",down,76
"Q: gold prices rise on global cues; silver loses lustre
A:",up,6320
"Q: Gold prices up more than 1% on dovish Fed minutes
A:",up,2366
"Q: Gold prices suffer first weekly loss in a month
A:",down,8692
"Q: japan's gold imports surge 7-fold
A:",none,2689
"Q: spot gold quoted at $405.20, down 30c from new york
A:",down,2957
"Q: Profit-taking, weak global cues pull gold futures down to Rs 29,210
A:",down,9176
"Q: gold futures climb $9, edge back up toward $1,800
A:",up,326
"Q: dec. gold finishes the week 2.8% higher
A:",up,6309
"Q: Gold futures score fourth weekly gain in a row
A:",up,3556
"Q: gold prices continue lower in afternoon trading
A:",down,8408
"Q: Gold settles slightly lower as U.S. stock market hovers near records
A:",down,802
"Q: Gold rises to Rs 30,650 on firm global cues, spot demand
A:",up,7294
"Q: feb. gold climbs $9.60, or 0.7%, to $1,332.10/oz after $1,333.80 high
A:",up,7677
"Q: gold prices climb over $8 an ounce in afternoon trading
A:",up,322
"Q: Gold's climb for the session erases its weekly loss
A:",up,8937
"Q: customs seize 174 kg gold during apr-feb: p chidambaram
A:",none,5665
"Q: dec. gold loses $10.30, or 0.9%, to settle at $1,172.80/oz on comex
A:",down,341
"Q: crude eases back before european outcome, gold up
A:",up,677
"Q: mcx gold october contract gains
A:",up,3264
"Q: stocks, gold and 5 other markets that reacted to the malaysia airlines crash
A:",none,5455
"Q: gold stocks pressured by disinflation
A:",none,9210
"Q: gold futures end at a three-week high
A:",up,4541
"Q: gold futures drop, take cue from reversal in crude
A:",down,1831
"Q: Gold pares gains slightly after jobless-claims, Philly Fed report
A:",up,6767
"Q: soaring prices makes gold more desirable as v-day gift
A:",up,4521
"Q: precious - gold swings higher as u.s. payrolls data miss forecasts
A:",up,4244
"Q: Gold falls on Trump tax pledge, US rate hike expectations
A:",down,4022
"Q: perth mint 's jan gold sales surges 38 pct m/m, silver jumps 22 pct
A:",up,1108
"Q: gold futures soar above $1,200, amid escalating conflict in yemen
A:",up,46
"Q: gold futures up $9.40 at $877.90 an ounce
A:",up,9810
"Q: Gold holds sharp gains after U.S. data
A:",up,6725
"Q: gold edges lower as markets prepare for fed rate hike
A:",down,8970
"Q: Gold Prices at 4-Month Highs as U.S. Dollar Plunges
A:",up,2283
"Q: gold falls for ninth day as dollar rises vs. euro
A:",down,139
"Q: Gold futures finish at their highest level in about 3 weeks
A:",up,3989
"Q: pj commodities bets on crude; advices selling gold
A:",none,4358
"Q: spot gold quoted at $418.50, up 70c from new york
A:",up,4708
"Q: Gold prices hold steady as investors wait for Fed minutes
A:",neutral,504
"Q: gold shows its mettle
A:",up,7785
"Q: Gold rises to Rs 31,600 on global cues, spot demand
A:",up,1916
"Q: dubai loses glitter as vat tax crimps demand in city of gold
A:",down,235
"Q: oil, gold reverse course to trade lower
A:",down,3002
"Q: Gold climbs closer to session highs after U.S. consumer sentiment data
A:",up,9908
"Q: gold dips after strong charge
A:",down,1162
"Q: should you bet on gold loan companies?
A:",none,9891
"Q: harmony plans capex cuts after gold price fall
A:",down,2946
"Q: tocqueville gold strategy third quarter 2018 investor letter
A:",none,6418
"Q: gold prices ease despite slightly weaker dollar
A:",up,8661
"Q: Gold futures open higher at Rs 30,952 per 10 gm
A:",up,2494
"Q: commerzbank : what are the key factors to drive gold in 2018?
A:",none,6511
"Q: bourses eye brisk business in gold etfs tomorrow, waive off charges
A:",none,9899
"Q: gold rises after seven days on low level buying, global cues
A:",up,2880
"Q: gold futures climb near $570 an ounce
A:",up,1429
"Q: gold futures close at a 4-session low; copper at record high
A:",down,7838
"Q: spot gold quoted at $549.40 in asia trade
A:",up,1778
"Q: gold rate today: track gold price in india and market outlook
A:",none,1327
"Q: August gold off 1.6% at $1,255.60/oz.
A:",down,5865
"Q: Gold drifts lower in Asia as Fed, Muchin views weighed
A:",down,5118
"Q: dec. gold closes at its lowest level since july 26
A:",down,9949
"Q: Gold extends early losses after ADP employment report
A:",down,5666
"Q: Feb. gold settles at $1,204.90/oz, up $3.40, or 0.3%
A:",up,261
"Q: Gold off $3.50, or 0.3%, at $1,177.80/oz. after jobs report
A:",down,3694
"Q: etfs : gold etf flows shift course
A:",none,9235
"Q: Dec. gold gains $14.10, or 1.1%, to settle at $1,344.50/oz
A:",up,8695
"Q: Gold inches up from near 5-month low ahead of Fed meeting
A:",up,5085
"Q: mining : gold mining shares are speculative making gold bullion a better investment
A:",none,2242
"Q: dec. gold climbs $2.50 to $626.30/oz in morning trading
A:",up,7669
"Q: Gold futures slide on weak global cues
A:",down,6572
"Q: Gold suffers from biggest single-day dollar and percentage loss since Jan. 25
A:",down,168
"Q: gold falls as equities rise, may test $1,050
A:",down,3042
"Q: feb. gold ends up $7.40 at $1,136.80 an ounce
A:",up,1887
"Q: Gold prices move up today
A:",up,2606
"Q: Gold settles higher as traders await Trump-Xi meeting
A:",up,1732
"Q: Gold prices register third decline in 4 sessions
A:",down,2344
"Q: gold prices recover after u.s. economic data
A:",up,3979
"Q: gold beats miners
A:",none,6476
"Q: December gold settles up $10.80, or 0.8%, at 1,290.10/oz.
A:",up,7410
"Q: third tranche of sovereign gold bond scheme on oct 9
A:",none,2483
"Q: commodity gurus say gold's bear run to last couple of years
A:",none,6200
"Q: April gold off $3.90, or 0.3%, at $1,255.40/oz.
A:",down,7437
"Q: gold pares loss, inches closer to $1,600 an ounce
A:",down,6264
"Q: gold edges down as dollar gains on fed rate hike view
A:",down,53
"Q: Gold futures extend gains on global cues
A:",up,5223
"Q: Gold extends slump to hit 18-week low with U.S. economy in focus
A:",down,2800
"Q: feb. gold rises to $1,137 from $1,136.2
A:",up,4957
"Q: us mint : april lackluster for gold and silver eagles
A:",none,6681
"Q: August gold settles at $1,265.70/oz, down $5.70, or 0.5%
A:",down,7575
"Q: the spx/gold ratio
A:",none,366
"Q: Gold edges up as investors eye Greek debt crisis
A:",up,673
"Q: gold futures trade at session's high
A:",up,5403
"Q: dec gold closes at $442/oz, up $2.20, or 0.5%
A:",up,8320
"Q: akshaya tritiya: big gold discounts on offer; do these checks before buying
A:",none,1978
"Q: Gold dips to one-month low as dollar strengthens
A:",down,6138
"Q: don't give up on gold just yet
A:",none,9758
"Q: gold hangs above 2016 low despite btc (now in bitcon futures), brexit deal,tax bill, and fund pukers
A:",down,6575
